1  0.099994  0  9.9997e-06
2  0.0900069  0  9.4872e-06
3  0.0809959  0  8.99977e-06
4  0.0728987  0  8.53807e-06
5  0.0656125  0  8.10015e-06
6  0.0590194  0  7.68241e-06
7  0.0530975  0  7.2868e-06
8  0.0477583  0  6.91074e-06
9  0.0429469  0  6.55338e-06
10  0.0386084  0  6.21357e-06
11  0.0349177  0  5.90912e-06
12  0.0314083  0  5.60431e-06
13  0.0282449  0  5.31459e-06
14  0.0253903  0  5.03888e-06
15  0.0228265  0  4.7777e-06
16  0.0205113  0  4.52894e-06
17  0.018435  0  4.2936e-06
18  0.0165608  0  4.06949e-06
19  0.0148704  0  3.85622e-06
20  0.0133627  0  3.6555e-06
21  0.0123229  0  3.5104e-06
22  0.0110633  0  3.32616e-06
23  0.00992782  0  3.15084e-06
24  0.00891708  0  2.98615e-06
25  0.00800058  0  2.82853e-06
26  0.00718007  0  2.67957e-06
27  0.00644646  0  2.53899e-06
28  0.00578513  0  2.40523e-06
29  0.00519997  0  2.28034e-06
30  0.00466228  0  2.15923e-06
31  0.00439489  0  2.0964e-06
32  0.00393789  0  1.98441e-06
33  0.00352727  0  1.8781e-06
34  0.00316169  0  1.77812e-06
35  0.00283834  0  1.68474e-06
36  0.00254456  0  1.59517e-06
37  0.00228819  0  1.51268e-06
38  0.00205717  0  1.43428e-06
39  0.00186197  0  1.36454e-06
40  0.00172573  0  1.31367e-06

