-20.2  0  0.2  0
-19.8  0  0.2  0
-19.4  0  0.2  0
-19  0  0.2  0
-18.6  0  0.2  0
-18.2  0  0.2  0
-17.8  0  0.2  0
-17.4  0  0.2  0
-17  0  0.2  0
-16.6  0  0.2  0
-16.2  0  0.2  0
-15.8  0  0.2  0
-15.4  0  0.2  0
-15  0  0.2  0
-14.6  0  0.2  0
-14.2  0  0.2  0
-13.8  0  0.2  0
-13.4  0  0.2  0
-13  0  0.2  0
-12.6  0  0.2  0
-12.2  0  0.2  0
-11.8  0  0.2  0
-11.4  0  0.2  0
-11  0  0.2  0
-10.6  0  0.2  0
-10.2  0  0.2  0
-9.8  0  0.2  0
-9.4  0  0.2  0
-9  0  0.2  0
-8.6  0  0.2  0
-8.2  0  0.2  0
-7.8  0  0.2  0
-7.4  0  0.2  0
-7  0  0.2  0
-6.6  0  0.2  0
-6.2  0  0.2  0
-5.8  0  0.2  0
-5.4  0  0.2  0
-5  4  0.2  2
-4.6  57  0.2  7.54983
-4.2  228  0.2  15.0997
-3.8  658  0.2  25.6515
-3.4  1183  0.2  34.3948
-3  1478  0.2  38.4448
-2.6  1214  0.2  34.8425
-2.2  700  0.2  26.4575
-1.8  264  0.2  16.2481
-1.4  48  0.2  6.9282
-1  6  0.2  2.44949
-0.6  1  0.2  1
-0.2  0  0.2  0
0.2  0  0.2  0
0.6  0  0.2  0
1  0  0.2  0
1.4  0  0.2  0
1.8  0  0.2  0
2.2  0  0.2  0
2.6  0  0.2  0
3  0  0.2  0
3.4  0  0.2  0
3.8  0  0.2  0
4.2  0  0.2  0
4.6  0  0.2  0
5  0  0.2  0
5.4  0  0.2  0
5.8  0  0.2  0
6.2  0  0.2  0
6.6  0  0.2  0
7  0  0.2  0
7.4  0  0.2  0
7.8  0  0.2  0
8.2  0  0.2  0
8.6  0  0.2  0
9  0  0.2  0
9.4  0  0.2  0
9.8  0  0.2  0
10.2  0  0.2  0
10.6  0  0.2  0
11  0  0.2  0
11.4  0  0.2  0
11.8  0  0.2  0
12.2  0  0.2  0
12.6  0  0.2  0
13  0  0.2  0
13.4  0  0.2  0
13.8  0  0.2  0
14.2  0  0.2  0
14.6  0  0.2  0
15  0  0.2  0
15.4  0  0.2  0
15.8  0  0.2  0
16.2  0  0.2  0
16.6  0  0.2  0
17  0  0.2  0
17.4  0  0.2  0
17.8  0  0.2  0
18.2  0  0.2  0
18.6  0  0.2  0
19  0  0.2  0
19.4  0  0.2  0
