0.2   0   0.2  0
0.6   0   0.2  0
1   0   0.2  0
1.4   0   0.2  0
1.8   0   0.2  0
2.2   0   0.2  0
2.6   0   0.2  0
3   0   0.2  0
3.4   0   0.2  0
3.8   0   0.2  0
4.2   0   0.2  0
4.6   0   0.2  0
5   0   0.2  0
5.4   0   0.2  0
5.8   0   0.2  0
6.2   0   0.2  0
6.6   0   0.2  0
7   0   0.2  0
7.4   0   0.2  0
7.8   0   0.2  0
8.2   0   0.2  0
8.6   0   0.2  0
9   0   0.2  0
9.4   0   0.2  0
9.8   0   0.2  0
10.2   0   0.2  0
10.6   0   0.2  0
11   0   0.2  0
11.4   0   0.2  0
11.8   0   0.2  0
12.2   0   0.2  0
12.6   0   0.2  0
13   0   0.2  0
13.4   0   0.2  0
13.8   0   0.2  0
14.2   0   0.2  0
14.6   0   0.2  0
15   0   0.2  0
15.4   0   0.2  0
15.8   0   0.2  0
16.2   0   0.2  0
16.6   0   0.2  0
17   0   0.2  0
17.4   0   0.2  0
17.8   0   0.2  0
18.2   0   0.2  0
18.6   0   0.2  0
19   0   0.2  0
19.4   0   0.2  0
19.8   0   0.2  0
