5  26  0.01  5.09902
5.02  32  0.01  5.65685
5.04  29  0.01  5.38516
5.06  23  0.01  4.79583
5.08  28  0.01  5.2915
5.1  33  0.01  5.74456
5.12  15  0.01  3.87298
5.14  29  0.01  5.38516
5.16  14  0.01  3.74166
5.18  29  0.01  5.38516
5.2  24  0.01  4.89898
5.22  25  0.01  5
5.24  21  0.01  4.58258
5.26  24  0.01  4.89898
5.28  27  0.01  5.19615
5.3  14  0.01  3.74166
5.32  28  0.01  5.2915
5.34  26  0.01  5.09902
5.36  29  0.01  5.38516
5.38  16  0.01  4
5.4  20  0.01  4.47214
5.42  16  0.01  4
5.44  20  0.01  4.47214
5.46  13  0.01  3.60555
5.48  19  0.01  4.3589
5.5  13  0.01  3.60555
5.52  19  0.01  4.3589
5.54  18  0.01  4.24264
5.56  14  0.01  3.74166
5.58  26  0.01  5.09902
5.6  19  0.01  4.3589
5.62  21  0.01  4.58258
5.64  14  0.01  3.74166
5.66  18  0.01  4.24264
5.68  17  0.01  4.12311
5.7  17  0.01  4.12311
5.72  17  0.01  4.12311
5.74  19  0.01  4.3589
5.76  21  0.01  4.58258
5.78  15  0.01  3.87298
5.8  28  0.01  5.2915
5.82  16  0.01  4
5.84  21  0.01  4.58258
5.86  13  0.01  3.60555
5.88  19  0.01  4.3589
5.9  21  0.01  4.58258
5.92  16  0.01  4
5.94  22  0.01  4.69042
5.96  11  0.01  3.31662
5.98  14  0.01  3.74166
6  19  0.01  4.3589
6.02  21  0.01  4.58258
6.04  12  0.01  3.4641
6.06  14  0.01  3.74166
6.08  13  0.01  3.60555
6.1  17  0.01  4.12311
6.12  13  0.01  3.60555
6.14  20  0.01  4.47214
6.16  9  0.01  3
6.18  22  0.01  4.69042
6.2  14  0.01  3.74166
6.22  19  0.01  4.3589
6.24  21  0.01  4.58258
6.26  19  0.01  4.3589
6.28  16  0.01  4
6.3  19  0.01  4.3589
6.32  22  0.01  4.69042
6.34  20  0.01  4.47214
6.36  10  0.01  3.16228
6.38  14  0.01  3.74166
6.4  19  0.01  4.3589
6.42  16  0.01  4
6.44  14  0.01  3.74166
6.46  13  0.01  3.60555
6.48  13  0.01  3.60555
6.5  17  0.01  4.12311
6.52  12  0.01  3.4641
6.54  17  0.01  4.12311
6.56  17  0.01  4.12311
6.58  12  0.01  3.4641
6.6  14  0.01  3.74166
6.62  15  0.01  3.87298
6.64  16  0.01  4
6.66  15  0.01  3.87298
6.68  17  0.01  4.12311
6.7  15  0.01  3.87298
6.72  14  0.01  3.74166
6.74  17  0.01  4.12311
6.76  15  0.01  3.87298
6.78  17  0.01  4.12311
6.8  14  0.01  3.74166
6.82  15  0.01  3.87298
6.84  10  0.01  3.16228
6.86  8  0.01  2.82843
6.88  12  0.01  3.4641
6.9  11  0.01  3.31662
6.92  15  0.01  3.87298
6.94  13  0.01  3.60555
6.96  17  0.01  4.12311
6.98  17  0.01  4.12311
7  18  0.01  4.24264
7.02  13  0.01  3.60555
7.04  17  0.01  4.12311
7.06  13  0.01  3.60555
7.08  19  0.01  4.3589
7.1  15  0.01  3.87298
7.12  11  0.01  3.31662
7.14  11  0.01  3.31662
7.16  19  0.01  4.3589
7.18  12  0.01  3.4641
7.2  15  0.01  3.87298
7.22  7  0.01  2.64575
7.24  11  0.01  3.31662
7.26  11  0.01  3.31662
7.28  12  0.01  3.4641
7.3  16  0.01  4
7.32  11  0.01  3.31662
7.34  14  0.01  3.74166
7.36  9  0.01  3
7.38  12  0.01  3.4641
7.4  15  0.01  3.87298
7.42  9  0.01  3
7.44  10  0.01  3.16228
7.46  13  0.01  3.60555
7.48  18  0.01  4.24264
7.5  17  0.01  4.12311
7.52  6  0.01  2.44949
7.54  17  0.01  4.12311
7.56  18  0.01  4.24264
7.58  11  0.01  3.31662
7.6  12  0.01  3.4641
7.62  12  0.01  3.4641
7.64  6  0.01  2.44949
7.66  11  0.01  3.31662
7.68  9  0.01  3
7.7  9  0.01  3
7.72  10  0.01  3.16228
7.74  15  0.01  3.87298
7.76  12  0.01  3.4641
7.78  12  0.01  3.4641
7.8  11  0.01  3.31662
7.82  7  0.01  2.64575
7.84  15  0.01  3.87298
7.86  11  0.01  3.31662
7.88  5  0.01  2.23607
7.9  17  0.01  4.12311
7.92  19  0.01  4.3589
7.94  7  0.01  2.64575
7.96  18  0.01  4.24264
7.98  14  0.01  3.74166
8  9  0.01  3
8.02  12  0.01  3.4641
8.04  12  0.01  3.4641
8.06  9  0.01  3
8.08  16  0.01  4
8.1  15  0.01  3.87298
8.12  16  0.01  4
8.14  9  0.01  3
8.16  14  0.01  3.74166
8.18  11  0.01  3.31662
8.2  5  0.01  2.23607
8.22  13  0.01  3.60555
8.24  12  0.01  3.4641
8.26  16  0.01  4
8.28  8  0.01  2.82843
8.3  6  0.01  2.44949
8.32  14  0.01  3.74166
8.34  13  0.01  3.60555
8.36  6  0.01  2.44949
8.38  14  0.01  3.74166
8.4  15  0.01  3.87298
8.42  10  0.01  3.16228
8.44  15  0.01  3.87298
8.46  5  0.01  2.23607
8.48  3  0.01  1.73205
8.5  10  0.01  3.16228
8.52  4  0.01  2
8.54  12  0.01  3.4641
8.56  11  0.01  3.31662
8.58  7  0.01  2.64575
8.6  12  0.01  3.4641
8.62  8  0.01  2.82843
8.64  11  0.01  3.31662
8.66  12  0.01  3.4641
8.68  12  0.01  3.4641
8.7  16  0.01  4
8.72  13  0.01  3.60555
8.74  12  0.01  3.4641
8.76  10  0.01  3.16228
8.78  11  0.01  3.31662
8.8  9  0.01  3
8.82  10  0.01  3.16228
8.84  16  0.01  4
8.86  13  0.01  3.60555
8.88  10  0.01  3.16228
8.9  8  0.01  2.82843
8.92  3  0.01  1.73205
8.94  14  0.01  3.74166
8.96  15  0.01  3.87298
8.98  9  0.01  3
9  15  0.01  3.87298
9.02  7  0.01  2.64575
9.04  17  0.01  4.12311
9.06  5  0.01  2.23607
9.08  6  0.01  2.44949
9.1  9  0.01  3
9.12  10  0.01  3.16228
9.14  4  0.01  2
9.16  10  0.01  3.16228
9.18  7  0.01  2.64575
9.2  11  0.01  3.31662
9.22  7  0.01  2.64575
9.24  12  0.01  3.4641
9.26  11  0.01  3.31662
9.28  5  0.01  2.23607
9.3  5  0.01  2.23607
9.32  14  0.01  3.74166
9.34  7  0.01  2.64575
9.36  10  0.01  3.16228
9.38  4  0.01  2
9.4  11  0.01  3.31662
9.42  9  0.01  3
9.44  7  0.01  2.64575
9.46  16  0.01  4
9.48  9  0.01  3
9.5  9  0.01  3
9.52  17  0.01  4.12311
9.54  8  0.01  2.82843
9.56  11  0.01  3.31662
9.58  7  0.01  2.64575
9.6  6  0.01  2.44949
9.62  8  0.01  2.82843
9.64  8  0.01  2.82843
9.66  9  0.01  3
9.68  10  0.01  3.16228
9.7  9  0.01  3
9.72  7  0.01  2.64575
9.74  5  0.01  2.23607
9.76  13  0.01  3.60555
9.78  11  0.01  3.31662
9.8  6  0.01  2.44949
9.82  15  0.01  3.87298
9.84  18  0.01  4.24264
9.86  10  0.01  3.16228
9.88  2  0.01  1.41421
9.9  9  0.01  3
9.92  7  0.01  2.64575
9.94  7  0.01  2.64575
9.96  7  0.01  2.64575
9.98  8  0.01  2.82843
10  10  0.01  3.16228
10.02  4  0.01  2
10.04  12  0.01  3.4641
10.06  16  0.01  4
10.08  7  0.01  2.64575
10.1  10  0.01  3.16228
10.12  16  0.01  4
10.14  10  0.01  3.16228
10.16  10  0.01  3.16228
10.18  9  0.01  3
10.2  4  0.01  2
10.22  12  0.01  3.4641
10.24  11  0.01  3.31662
10.26  15  0.01  3.87298
10.28  10  0.01  3.16228
10.3  9  0.01  3
10.32  9  0.01  3
10.34  6  0.01  2.44949
10.36  12  0.01  3.4641
10.38  7  0.01  2.64575
10.4  12  0.01  3.4641
10.42  11  0.01  3.31662
10.44  8  0.01  2.82843
10.46  4  0.01  2
10.48  14  0.01  3.74166
10.5  16  0.01  4
10.52  9  0.01  3
10.54  13  0.01  3.60555
10.56  10  0.01  3.16228
10.58  9  0.01  3
10.6  9  0.01  3
10.62  14  0.01  3.74166
10.64  8  0.01  2.82843
10.66  10  0.01  3.16228
10.68  4  0.01  2
10.7  13  0.01  3.60555
10.72  8  0.01  2.82843
10.74  11  0.01  3.31662
10.76  8  0.01  2.82843
10.78  11  0.01  3.31662
10.8  8  0.01  2.82843
10.82  10  0.01  3.16228
10.84  7  0.01  2.64575
10.86  8  0.01  2.82843
10.88  12  0.01  3.4641
10.9  4  0.01  2
10.92  5  0.01  2.23607
10.94  13  0.01  3.60555
10.96  9  0.01  3
10.98  9  0.01  3
11  5  0.01  2.23607
11.02  11  0.01  3.31662
11.04  8  0.01  2.82843
11.06  9  0.01  3
11.08  9  0.01  3
11.1  10  0.01  3.16228
11.12  14  0.01  3.74166
11.14  10  0.01  3.16228
11.16  6  0.01  2.44949
11.18  9  0.01  3
11.2  11  0.01  3.31662
11.22  8  0.01  2.82843
11.24  10  0.01  3.16228
11.26  7  0.01  2.64575
11.28  6  0.01  2.44949
11.3  12  0.01  3.4641
11.32  8  0.01  2.82843
11.34  10  0.01  3.16228
11.36  12  0.01  3.4641
11.38  9  0.01  3
11.4  12  0.01  3.4641
11.42  12  0.01  3.4641
11.44  9  0.01  3
11.46  5  0.01  2.23607
11.48  6  0.01  2.44949
11.5  6  0.01  2.44949
11.52  9  0.01  3
11.54  9  0.01  3
11.56  7  0.01  2.64575
11.58  13  0.01  3.60555
11.6  14  0.01  3.74166
11.62  12  0.01  3.4641
11.64  11  0.01  3.31662
11.66  6  0.01  2.44949
11.68  15  0.01  3.87298
11.7  9  0.01  3
11.72  10  0.01  3.16228
11.74  11  0.01  3.31662
11.76  9  0.01  3
11.78  13  0.01  3.60555
11.8  8  0.01  2.82843
11.82  13  0.01  3.60555
11.84  10  0.01  3.16228
11.86  10  0.01  3.16228
11.88  8  0.01  2.82843
11.9  7  0.01  2.64575
11.92  8  0.01  2.82843
11.94  5  0.01  2.23607
11.96  10  0.01  3.16228
11.98  8  0.01  2.82843
12  15  0.01  3.87298
12.02  6  0.01  2.44949
12.04  12  0.01  3.4641
12.06  11  0.01  3.31662
12.08  6  0.01  2.44949
12.1  14  0.01  3.74166
12.12  6  0.01  2.44949
12.14  14  0.01  3.74166
12.16  8  0.01  2.82843
12.18  7  0.01  2.64575
12.2  10  0.01  3.16228
12.22  14  0.01  3.74166
12.24  11  0.01  3.31662
12.26  7  0.01  2.64575
12.28  5  0.01  2.23607
12.3  10  0.01  3.16228
12.32  8  0.01  2.82843
12.34  8  0.01  2.82843
12.36  3  0.01  1.73205
12.38  8  0.01  2.82843
12.4  13  0.01  3.60555
12.42  14  0.01  3.74166
12.44  5  0.01  2.23607
12.46  13  0.01  3.60555
12.48  4  0.01  2
12.5  10  0.01  3.16228
12.52  14  0.01  3.74166
12.54  13  0.01  3.60555
12.56  6  0.01  2.44949
12.58  12  0.01  3.4641
12.6  7  0.01  2.64575
12.62  12  0.01  3.4641
12.64  12  0.01  3.4641
12.66  7  0.01  2.64575
12.68  9  0.01  3
12.7  1  0.01  1
12.72  14  0.01  3.74166
12.74  15  0.01  3.87298
12.76  9  0.01  3
12.78  15  0.01  3.87298
12.8  7  0.01  2.64575
12.82  8  0.01  2.82843
12.84  10  0.01  3.16228
12.86  4  0.01  2
12.88  5  0.01  2.23607
12.9  13  0.01  3.60555
12.92  5  0.01  2.23607
12.94  11  0.01  3.31662
12.96  6  0.01  2.44949
12.98  5  0.01  2.23607
13  5  0.01  2.23607
13.02  5  0.01  2.23607
13.04  8  0.01  2.82843
13.06  9  0.01  3
13.08  7  0.01  2.64575
13.1  12  0.01  3.4641
13.12  12  0.01  3.4641
13.14  9  0.01  3
13.16  6  0.01  2.44949
13.18  10  0.01  3.16228
13.2  4  0.01  2
13.22  6  0.01  2.44949
13.24  3  0.01  1.73205
13.26  12  0.01  3.4641
13.28  12  0.01  3.4641
13.3  3  0.01  1.73205
13.32  6  0.01  2.44949
13.34  6  0.01  2.44949
13.36  8  0.01  2.82843
13.38  11  0.01  3.31662
13.4  8  0.01  2.82843
13.42  7  0.01  2.64575
13.44  13  0.01  3.60555
13.46  7  0.01  2.64575
13.48  13  0.01  3.60555
13.5  11  0.01  3.31662
13.52  4  0.01  2
13.54  6  0.01  2.44949
13.56  13  0.01  3.60555
13.58  9  0.01  3
13.6  15  0.01  3.87298
13.62  12  0.01  3.4641
13.64  16  0.01  4
13.66  20  0.01  4.47214
13.68  6  0.01  2.44949
13.7  10  0.01  3.16228
13.72  10  0.01  3.16228
13.74  14  0.01  3.74166
13.76  8  0.01  2.82843
13.78  10  0.01  3.16228
13.8  13  0.01  3.60555
13.82  8  0.01  2.82843
13.84  13  0.01  3.60555
13.86  10  0.01  3.16228
13.88  5  0.01  2.23607
13.9  3  0.01  1.73205
13.92  9  0.01  3
13.94  15  0.01  3.87298
13.96  7  0.01  2.64575
13.98  13  0.01  3.60555
14  6  0.01  2.44949
14.02  10  0.01  3.16228
14.04  9  0.01  3
14.06  9  0.01  3
14.08  9  0.01  3
14.1  5  0.01  2.23607
14.12  5  0.01  2.23607
14.14  4  0.01  2
14.16  13  0.01  3.60555
14.18  10  0.01  3.16228
14.2  10  0.01  3.16228
14.22  6  0.01  2.44949
14.24  9  0.01  3
14.26  7  0.01  2.64575
14.28  13  0.01  3.60555
14.3  6  0.01  2.44949
14.32  8  0.01  2.82843
14.34  11  0.01  3.31662
14.36  6  0.01  2.44949
14.38  8  0.01  2.82843
14.4  9  0.01  3
14.42  5  0.01  2.23607
14.44  8  0.01  2.82843
14.46  8  0.01  2.82843
14.48  6  0.01  2.44949
14.5  6  0.01  2.44949
14.52  5  0.01  2.23607
14.54  10  0.01  3.16228
14.56  6  0.01  2.44949
14.58  6  0.01  2.44949
14.6  5  0.01  2.23607
14.62  5  0.01  2.23607
14.64  3  0.01  1.73205
14.66  4  0.01  2
14.68  5  0.01  2.23607
14.7  7  0.01  2.64575
14.72  5  0.01  2.23607
14.74  9  0.01  3
14.76  10  0.01  3.16228
14.78  5  0.01  2.23607
14.8  6  0.01  2.44949
14.82  9  0.01  3
14.84  14  0.01  3.74166
14.86  6  0.01  2.44949
14.88  5  0.01  2.23607
14.9  8  0.01  2.82843
14.92  10  0.01  3.16228
14.94  9  0.01  3
14.96  2  0.01  1.41421
14.98  2  0.01  1.41421
15  8  0.01  2.82843
15.02  10  0.01  3.16228
15.04  5  0.01  2.23607
15.06  9  0.01  3
15.08  10  0.01  3.16228
15.1  10  0.01  3.16228
15.12  15  0.01  3.87298
15.14  6  0.01  2.44949
15.16  8  0.01  2.82843
15.18  13  0.01  3.60555
15.2  9  0.01  3
15.22  7  0.01  2.64575
