-1.311317   14.962533   392.211480    0.878467      3.638559      3.402558     -2.740741     -2.824424    104.848232     -1.483665
 3.387281   13.683379    1.383600    4.838061      2.715585      2.486860     -2.195226     -0.652479     98.621069     -0.272667
-1.133689   15.398572    4.575817    2.549534      2.162164      2.075617     -4.060141     -6.439231     94.232801     -2.166832
 0.338305   13.845339    1.472762    7.822806      2.401757      2.106656     -3.255180     -1.339320    101.343961      2.460378
 2.420821   16.030135    5.322897    5.266691      1.799326      3.085247     -2.530223     -1.096938     87.367392     -0.003658
-3.156863   13.173326    3.248348    2.492359      1.359815      4.372405     -3.441327     -1.321888    117.465212     -1.347421
 0.795508   14.388015    6.127594    8.263339     18.532714      3.406007     -3.172291     -1.665834    110.840031      0.485919
 0.166709   11.870428    3.493646    2.463416     11.992501      3.075533     -3.267801     -2.321886    104.043064     -7.129827
-0.124036   11.591180    2.628552    4.740025      2.751490      1.646643     -2.878655     -3.173180    110.731650     -1.083521
-1.300522   10.763839    4.770654    6.627450      3.119085     -6.309355     -3.604844     -0.548377    113.593204     -1.340126
 1.206964   13.744975    8.461404    9.670555     22.698677      2.669857     -3.069552    -13.871562     98.963941     -0.966904
 0.461199    7.467762    3.639867    2.059065      2.724356    -48.943151     -3.256520     -3.918248     95.565334    -27.978259
 5.264438   -30.410450    3.273666    5.455134     20.288198      2.282822     -2.281292     -6.401988    115.917378      2.054895
-0.564434   12.539288    3.252402    9.495815      4.062659      1.893971     -2.855853     -2.362821    101.089670     -1.180347
 6.616659   12.301586    2.679377    0.201612    101.448891      0.390051     -3.341454     -4.719221    106.476045     -1.230301
 1.002232   10.390168    4.945488    2.425834      1.989345      3.453682     -2.232034     -4.303908     82.297116     -1.220372
-1.375526   14.684625    2.020479    2.643193      1.986666      3.274747     -2.274006     -1.254816     95.910708     -1.091310
 1.519296   12.151328    2.043900    3.570336      1.834797      2.048061     -2.476521     -0.748109     78.429080     20.221133
 7.477250   11.961970    3.157979    4.817362      1.873384      3.172025     -4.305850     -1.804148     90.766903     -2.263208
-0.132298   14.373525    4.747712    5.437896      1.778542      1.186856     -3.375284     -0.404812    115.343852     -0.998253
-6.628478   12.552529    1.309480    3.124159      6.016261      3.450290     -2.987094     -6.260826    112.294897     -0.601019
 1.127309   12.863697    2.954159    2.601518      1.697124      3.459092     -2.535986     -1.360972    110.272474     -0.976351
-3.005045   11.540920    2.472066    2.899561      3.571578      3.655817     -3.052082     -2.541477     98.128070     -1.406546
 0.712862   37.881528    8.414691    1.108070      1.744426      2.741250     -3.183395     -7.944921    120.664110     -1.177240
 1.022088   13.435485    1.605464   11.196733      2.225002      0.389841     -2.235195     -4.278662    110.629317     -0.824192
 3.835665   15.549387    6.948031    2.685511      2.606327      2.685991     -2.869282     -0.904206    115.472343      0.153878
 2.959941   12.259679    2.580053    2.058753      1.228271      2.562630     -3.311267     -0.559113    103.605927     -1.538849
-3.022008   14.069800    7.155297    4.696157      2.031347      2.174771     -3.530321     -1.186439     86.280023     -1.255488
 2.073326   15.405415    4.438948    0.231945      1.771578      2.967122     -2.795927     -0.566459     77.399247     -1.018504
 1.941909   12.353262    3.843891    1.644524      2.241915      3.064238     -2.013766     -1.391622     82.707789     -0.973603
 2.201436   12.922204    5.633193    0.751817      2.768882      2.424597     -2.160406     -0.007469    110.104600     -1.135401
-2.004204   11.662257    2.000148    1.258166      4.271683      7.187628     -3.341618     -0.733991    112.436846     -1.390436
-1.321932   15.104925    8.875717    1.959420      2.473110      3.077952     -2.432590     -0.464546     78.979396     -1.339693
 5.097002   12.357777    2.362883    4.063961      2.486861     -1.468947     -3.956672     -3.262682    101.604480     -1.982618
 3.083455   11.732902   60.276713    3.863957      2.596313      8.195403     -2.866861     -0.881125    118.187314     -1.826379
 4.316377   12.540849    2.320138    5.037098      1.102051      3.888602     -2.689865     -1.309723    111.793853     -1.359051
 1.989384   12.250439    4.236409    2.012141     23.885926      2.724803     -3.941092     -0.654563    113.756889     -7.941609
-4.253982   15.824140    3.847805   15.860159      2.001295      2.836233     -3.595973     -3.901973    104.857071      0.323362
 3.523202   16.204298    3.655923    5.902666      3.469136      3.097519     -2.828589     -2.609271    107.455936     -1.559411
 1.667165   41.952593    2.308320    2.373690      2.170921      2.441147     -3.879386     -2.952485     88.925823     -0.618725
 1.264527    9.117272    5.316689   12.973025      2.371784      3.425604     -3.168883     -0.732201     86.705820     -1.573770
 1.998927   12.141140    2.920485    0.522726      2.035037      0.711396     -3.562860     -3.192597     84.077044     -1.492353
 0.872646   13.280012    6.678810    3.817301      3.266931      2.607919     -2.954003     -5.851633     90.615597     -0.693890
 4.741717   12.778647    4.795824   10.714736      4.108407      3.002385     -2.299854     -3.242381     82.989582     -0.975282
 0.155374   17.435242   14.001147    1.249183      2.212401      2.982337     -3.053246     -1.423343    128.649355     -1.074504
 1.098702   16.414507   21.559178    4.177397      1.730661      3.086387     -2.364873     -2.400571    103.879887     -0.650844
-1.010313   10.893206    2.859723    7.703054      3.557937      2.760634     -2.237563     -1.035842    111.593748     -1.157924
-0.046987   13.899487    3.621492    8.720747      2.918174      2.978090     -3.186976     -0.603434     89.652794     -1.831975
-1.839752   21.533900    7.761771    0.084954      2.102151      3.573031     -3.642091     -8.659797    102.269987     -0.360318
 3.155996   14.071772    1.962022    5.360764      1.745551      3.258803     -3.047301     -6.797558     93.425997     -1.129591
 3.086791   14.643626    3.074565    3.773402      1.854331      2.919356     -2.973936     -1.552388     93.055603     -1.472740
 3.695942   14.832248    1.743074    5.553211      5.577224      2.125420     -2.663074     -0.812068     97.453885     -1.348699
-0.480433   13.610711    4.472029    2.303932      3.196151      3.368446     -2.239356     -1.877336    105.576939     -1.256628
-0.800126   15.634959    6.322546    6.050056      2.530411      3.557868     -2.177000     -2.132944     94.588161     -1.558340
-0.718778   11.940710    4.724254    1.721571      2.412993      3.076163     -4.041927     -2.084339     78.492235     -2.744823
-2.339546   13.462668    9.849300    2.104306      1.078191      2.994553     -3.230688     -1.331355    120.616201     -0.863397
-1.496256   15.210933    3.767844   11.488326     22.032843      4.183592     -2.518750     -0.542161     93.778082     -1.500986
 3.278551   15.886970    6.093254    7.432578      8.517790      7.963105     -3.009224     -2.241283    109.639265     -1.391468
-0.573841   14.894275    2.683810    7.023862      2.262235      3.330942     -2.081172     -0.637595    123.356652     -1.758597
 3.812053   12.443129    2.036889    5.879390      1.321485      5.429864     -3.199960     -3.726885     91.782564     -0.691798
-0.355657   13.295443    5.884851   13.389393      4.408805      2.487322     -2.584491     -1.584894     94.969352     -1.385251
-1.829412   11.960085   77.808196    6.283126     16.857993      2.100025     -3.149570     -2.720581     93.038639     -1.115281
 7.446615    7.563481    3.140931    3.026936      2.569234     -1.551815     -1.874647     -2.278895    103.106040     -1.335000
-6.432836   13.450930    5.600867    1.885367      2.127600      3.541708     -3.315113     -0.909969     89.295665      0.135880
 3.107810   14.352199    9.655380    0.959297      4.838914      2.676440     -3.030531     -1.367433    115.702329     -2.162686
