6.62711  2.46227  0.191132  0.764412  14.5611  2.18369
6.91388  2.06736  2.61383  3.03931  5.61335  1.97069
8.11398  2.46923  6.46932  18.3456  1.70436  3.25846
9.05728  2.42558  7.29319  -3.43389  5.50826  1.77554
7.87548  2.13755  6.21835  3.17493  12.2437  2.1432
7.79023  2.27962  4.86984  2.96713  6.35489  2.66927
7.11422  2.03421  2.40052  2.86538  9.69777  2.05025
5.77855  2.16213  5.52812  3.60429  6.40508  2.1024
7.53356  1.86304  4.15299  2.92059  19.9955  1.69649
6.92723  2.48194  5.6439  2.25198  6.05227  2.14061
7.79424  2.32548  4.03515  2.76353  3.88036  2.03445
7.46538  2.34217  3.78568  2.11504  4.97991  2.07899
6.4624  1.89589  7.10896  3.06747  5.53211  2.36027
8.03126  2.38913  4.68629  3.07346  11.1239  2.23197
8.60546  2.17565  5.63708  4.33819  -3.49333  1.02585
5.84342  2.14252  7.14573  2.80229  -22.9633  2.05983
7.19792  2.19736  5.59168  2.83038  -9.80105  -0.795482
8.60979  2.24508  3.91711  3.32266  4.69795  2.00926
7.50117  2.42974  7.10003  1.93656  4.10924  2.05977
6.16322  2.22077  3.60867  2.75269  -4.6661  1.93262
5.84776  2.31227  8.0116  3.31127  4.87407  2.04268
5.44218  1.98054  3.16344  2.44719  4.13794  1.70177
8.51174  2.3485  3.26014  3.34748  -0.327649  3.11985
6.38191  2.09007  7.51926  2.49845  5.95949  2.23161
7.39613  1.98367  5.47976  10.042  13.7786  1.72174
8.86007  2.17352  7.68692  8.59012  9.19662  2.03492
9.18533  2.1216  4.17693  2.65263  10.8166  2.41135
7.69692  2.28687  6.43125  3.61081  4.56031  2.15572
5.54991  2.23628  7.85444  2.34353  5.51519  5.38003
6.55598  2.13808  3.68814  2.98981  618.618  1.77735
6.2835  2.16699  6.08583  5.36918  12.0473  1.57322
6.41837  2.19002  6.11507  6.17692  7.4777  1.61997
7.1951  2.14879  6.79358  3.44501  4.92757  1.86057
6.72403  1.86438  4.25381  3.53743  4.26024  2.10552
6.15758  2.17983  4.75135  2.90062  5.65836  1.82599
6.56287  2.22562  5.02089  1.26356  3.41372  2.15791
8.24504  1.95217  1.75051  2.53902  5.7111  1.65086
8.45987  1.75824  3.4367  2.95821  6.05746  2.00281
8.30976  2.14764  5.96241  3.5398  8.94479  2.39
5.28879  2.05823  2.51901  4.57874  5.66022  2.42613
7.44118  1.9325  4.41981  2.43269  7.13686  1.74799
6.40337  2.13854  5.86991  3.6205  6.65878  2.00451
8.77738  1.83477  3.80982  2.83982  6.25329  1.73497
9.22243  2.36891  3.68369  3.01599  -6.7397  2.08819
6.84629  2.12275  3.8887  2.77479  0.503198  1.63723
7.42299  2.20107  8.99518  2.49866  7.07775  2.66467
7.25073  2.15363  4.89445  3.16469  6.07457  2.08613
5.95442  2.21354  5.89101  3.21813  10.2947  1.98237
6.89566  2.25175  7.4847  2.8306  5.16555  2.65031
5.98076  2.49172  3.15107  2.89132  4.62509  1.42077
7.0322  2.08166  6.10959  3.15206  4.05157  1.75109
8.56451  2.13162  2.88225  3.31454  7.05065  1.88422
5.71884  2.35732  3.3957  2.82662  3.09505  1.44783
7.86583  2.06441  5.98744  2.84457  4.52896  0.603315
8.60415  2.2291  4.67877  2.75076  5.24816  1.8299
8.05406  1.86608  8.45832  1.93738  7.53921  2.40142
7.26218  1.80042  7.76537  10.4341  7.92016  1.66592
8.77275  2.15932  5.9937  3.39379  4.87782  1.89985
7.47388  2.30319  3.79038  3.52699  -0.980264  1.48025
5.12504  2.1151  4.04808  -15.897  1.8549  2.06699
7.53754  2.39686  3.76534  3.30008  3.76061  1.83435
9.13053  2.1913  4.78672  2.43157  6.11864  1.89662
8.02321  2.09128  4.16482  0.711713  -0.572843  1.14855
7.06647  2.04173  7.35833  1.33741  6.73598  1.57473
7.61933  2.36581  1.34128  3.31412  4.91722  2.17172
5.66287  2.08507  7.93713  2.05203  4.42131  1.68981
8.86007  2.1024  6.49055  3.57076  4.61891  2.04389
7.51055  2.28531  7.56704  4.205  4.93827  2.19424
6.38543  2.57253  11.9826  2.39328  12.8658  17.3055
6.39687  2.49185  5.89862  3.0049  4.87329  1.40315
6.02  1.95953  5.03147  2.80926  4.95302  1.86679
8.38462  2.55149  2.4258  3.9819  4.77711  1.79851
6.26892  2.41121  3.47035  2.11055  -0.229381  2.02522
7.79119  2.22582  2.14453  -0.065658  3.06056  2.17148
9.38211  2.2755  8.86886  4.81161  5.56494  2.02668
6.91035  1.9872  3.55889  2.45167  5.83283  1.73301
7.01505  2.18667  7.39086  1.88045  -4.68613  2.18754
6.88795  2.66288  4.67336  2.7376  5.43651  2.12099
6.76599  1.96586  2.75721  3.17529  4.63632  1.89156
7.49227  2.19032  1.93135  3.48152  4.48494  2.2416
7.19376  2.14543  4.44812  4.16337  4.32376  2.02313
6.58919  2.36395  11.5694  3.78491  3.46121  -23.4625
7.91291  1.92283  4.44925  3.28536  11.7461  1.90204
9.3841  2.37034  7.15484  3.55421  3.47993  1.96642
5.26453  2.45532  7.36584  8.094  7.96173  2.08902
7.25832  2.26457  5.43353  2.31831  6.3988  2.12064
6.4739  1.77576  7.92883  1.92212  7.18931  1.78257
6.59583  2.61186  3.95213  3.40617  5.45932  1.94114
6.00453  2.28719  4.87215  1.9528  6.75047  2.04799
6.46132  2.26587  8.64755  2.8258  10.6142  3.22211
7.46387  2.48048  1.90057  2.67117  0.403924  2.02946
6.95786  2.48112  6.36942  2.55225  11.1363  1.97959
6.19494  2.27008  5.83499  3.31674  4.9751  1.82518
9.00806  1.77064  4.91286  4.00416  10.8882  2.00437
6.65141  2.29824  5.23864  2.4812  2.50802  1.95838
6.72277  2.54735  4.8461  -0.501156  3.40505  2.12867
8.77669  2.28513  8.77547  3.53207  5.93595  3.07881
6.70798  1.89774  6.03297  0.819985  2.36995  1.10377
6.77992  2.32247  7.35416  1.93162  6.45795  2.23673
8.18866  2.05139  4.89565  0.385278  14.4381  1.95136
7.46168  2.42835  2.60561  3.00892  -29.9662  2.11932
9.03797  2.2477  5.90325  -5.26322  5.96957  2.51647
6.41148  2.06264  3.77543  2.79178  -1.37869  2.07279
