0.0574713  2546
0.172414  2654
0.287356  2553
0.402299  2630
0.517241  2668
0.632184  2801
0.747126  2817
0.862069  3037
0.977011  2995
1.09195  3074
1.2069  3131
1.32184  3328
1.43678  3437
1.55172  3593
1.66667  3695
1.78161  4091
1.89655  4646
2.01149  5668
2.12644  6627
2.24138  7244
2.35632  6729
2.47126  5964
2.58621  5240
2.70115  4859
2.81609  4879
2.93103  4924
3.04598  4836
3.16092  4646
3.27586  4592
3.3908  4534
3.50575  4392
3.62069  4173
3.73563  4186
3.85057  3883
3.96552  3900
4.08046  3867
4.1954  3867
4.31034  3834
4.42529  3757
4.54023  3725
4.65517  3622
4.77011  3668
4.88506  3583
5  3599
5.11494  3552
5.22989  3705
5.34483  3538
5.45977  3774
5.57471  3682
5.68966  3775
5.8046  3904
5.91954  3847
6.03448  17189
6.14943  3984
6.26437  4095
6.37931  4138
6.49425  4056
6.6092  4188
6.72414  4270
6.83908  4150
6.95402  4195
7.06897  4346
7.18391  4444
7.29885  4303
7.41379  4436
7.52874  4404
7.64368  4575
7.75862  4546
7.87356  4430
7.98851  4564
8.10345  4417
8.21839  4467
8.33333  4610
8.44828  4607
8.56322  4623
8.67816  4551
8.7931  4626
8.90805  4510
9.02299  4653
9.13793  4632
9.25287  4681
9.36782  4709
9.48276  4987
9.5977  4840
9.71264  4848
9.82759  4966
9.94253  5108
