8.26207  1.92968  1.88483
6.34918  7.99647  4.54731
9.75209  3.26442  1.13846
9.20659  6.33308  0.685217
3.17011  11.2143  9.50252
8.86086  5.03589  4.28371
8.50704  -0.524321  1.21098
4.71954  2.92573  0.88403
8.744  4.86437  0.901363
7.10088  7.23077  5.8827
7.08386  2.70603  1.26121
5.69532  4.04399  0.866896
9.66789  8.32269  4.52439
9.74623  6.04502  6.885
9.549  6.34783  3.50414
9.85588  6.07916  4.09421
7.83102  7.27848  7.62818
8.42602  6.78858  5.35982
5.85808  -4.45391  5.03568
8.2324  5.59892  4.30999
9.85825  2.44747  1.14341
7.53244  5.70584  8.23438
9.50457  2.69919  5.7671
8.30655  4.42581  3.55419
4.75777  4.17518  3.32139
9.32191  9.23981  4.24898
9.55159  2.8887  3.00575
7.56145  3.50708  4.57733
8.60475  8.13622  8.98365
9.63657  7.407  4.47424
5.36604  1.61639  9.71629
9.96293  3.241  2.73545
9.84351  4.20462  11.8679
7.01307  7.50358  25.6484
8.41277  3.19107  7.55957
5.997  6.39782  3.4168
8.33637  6.69861  3.47987
6.35908  8.30128  4.98728
9.53876  1.29235  8.14068
5.95312  3.66498  0.0362059
4.56625  4.14796  6.34018
9.98749  4.50139  4.58279
8.40883  4.38557  4.56483
8.86076  6.81034  7.73148
7.18311  12.9754  4.34797
9.6389  6.46712  3.37823
7.46353  10.0881  0.595172
6.57631  4.40543  7.47073
5.98212  0.830743  4.08264
7.4027  2.87087  8.28918
8.11089  5.90592  2.04607
8.02034  0.581768  9.29286
22.4018  7.92554  10.9032
8.13476  8.79192  1.22485
8.51919  5.35906  6.51347
8.83555  3.94778  5.14881
4.58811  6.07378  5.39304
6.92585  0.8252  9.11218
7.97684  5.10696  3.33841
7.1732  2.35458  7.09726
9.82511  6.42355  2.78132
3.90109  5.20321  4.95252
7.98446  1.24915  8.1191
6.2437  8.72193  0.71139
9.73276  6.05297  7.0569
7.62632  2.18926  4.79877
7.9318  7.63726  2.043
9.61449  2.17314  0.0812588
6.95752  4.44032  2.2423
7.30327  -1.04025  0.570252
9.40946  7.11549  5.69247
6.37109  6.7442  7.97255
7.39504  3.17894  44.2961
6.11237  3.9361  5.02021
9.24994  3.21943  0.796199
9.80223  5.68051  3.50906
9.83283  6.89774  0.959117
6.18279  8.12255  0.752362
4.41224  5.35908  1.31588
7.56183  3.15585  6.3992
9.26454  4.55268  3.39675
9.83817  5.22573  9.20824
9.73733  5.90961  -0.273967
8.13882  5.05209  6.21198
7.13929  9.0031  6.02709
7.47849  8.921  5.93098
9.44456  7.99988  1.79922
9.34916  5.59826  -63.4252
6.93199  3.48875  4.4573
7.86126  5.90832  0.793091
9.81844  1.27965  5.16295
8.4483  3.27191  2.83253
-3.08243  4.26495  1.78651
9.80974  3.93218  3.25208
9.98414  8.02295  7.48531
8.74846  3.86772  4.00491
9.96403  2.91767  3.92928
8.64901  8.88488  1.48195
9.148  4.02845  5.46062
5.41935  8.42501  0.181026
1.24398  3.89019  2.85123
9.05933  4.61518  9.44754
7.74746  1.91948  2.25132
9.62405  4.93013  5.95111
8.5314  5.59601  0.428496
7.44825  0.796306  4.60161
8.83682  3.11402  2.59952
9.79622  4.49568  6.14683
9.841  1.50629  4.8941
9.2799  8.62582  2.92488
5.04347  3.69064  2.43283
7.75956  4.31411  8.15932
9.92523  4.33499  2.15544
9.73116  7.14889  1.38706
9.96447  1.43922  0.336552
9.19346  4.04633  0.759265
6.35823  2.95203  0.116686
5.85556  3.9867  1.42435
6.26898  2.91127  3.79271
9.16249  1.13652  3.43087
8.58931  6.01329  4.07601
9.99131  6.89701  0.971206
7.71321  7.05949  8.84115
6.64619  6.57734  3.01408
2.83813  5.85977  2.74895
7.61002  4.90999  1.66851
9.47118  5.8758  2.55786
8.16612  5.24448  3.54934
9.37285  7.296  0.896429
7.23451  7.10633  1.00927
8.33745  7.42027  3.02125
9.82009  3.41405  3.91315
7.3671  3.7466  7.60677
5.99586  4.50713  7.12681
7.70438  1.85085  4.6381
5.31731  4.69224  0.661694
9.47547  893.49  6.71688
6.96617  6.83059  0.962599
7.62878  5.88488  0.5203
9.2484  2.75019  4.60475
8.67255  3.27755  6.94785
5.25126  2.68364  1.89417
9.44219  3.23913  2.27285
8.29201  7.6494  8.74321
7.82293  4.05719  0.982829
7.41589  1.36383  2.71615
8.80917  1.5617  4.78473
8.06795  4.99875  3.89865
9.25266  4.67139  3.78009
5.23619  2.34898  8.60447
7.78294  5.77058  2.89975
8.86067  1.98397  7.62347
7.1715  4.81939  5.49274
6.20649  5.61231  1.44243
6.92806  3.92964  0.88846
4.87714  6.3818  3.61751
7.97173  3.04803  3.73038
6.84862  2.15479  0.177783
7.42635  8.81979  6.32171
6.7565  6.28346  -271.513
6.91445  28.435  5.70806
6.46918  3.70619  8.85847
8.94142  6.2859  2.22179
9.69784  5.75113  2.01462
7.86617  3.68898  4.68178
5.64977  2.61685  1.03305
7.28539  5.12443  1.79822
8.80864  0.428813  4.12255
6.87973  5.29024  0.315272
6.60598  5.75885  2.84202
8.14862  7.56364  1.89066
7.93029  3.13428  1.0532
9.73027  4.69151  9.60132
6.58793  8.54213  2.44665
9.79173  3.57891  3.82926
9.5424  6.33201  2.07986
9.64686  4.1881  7.00554
9.15029  2.45876  3.0918
8.48987  7.67018  2.93428
9.99521  8.42376  8.50904
7.288  6.44311  3.08148
8.07631  3.12528  5.19075
9.17026  0.974345  3.08478
5.34729  7.53312  2.81947
8.64534  4.09839  9.34865
7.86951  2.3566  4.37804
9.39208  6.06587  2.84479
5.91455  3.56036  2.41472
7.41394  5.12217  1.11162
9.13801  6.45808  2.2298
9.78018  7.16907  1.45506
9.43646  2.02572  6.82241
-28.4741  5.19818  1.82443
5.62973  4.35124  4.94019
5.86527  3.07912  1.74265
8.17023  3.97093  5.68257
8.52395  8.62466  4.04359
8.22543  5.72593  2.23914
5.28233  5.39122  9.33651
9.45097  4.59473  0.0911697
9.4101  3.25078  9.87698
7.73798  1.14306  3.36185
8.42414  1.63702  0.81989
6.91633  8.32909  2.50171
9.50866  7.27198  1.73588
8.94322  2.06808  8.51534
7.2903  3.29463  8.07473
7.84011  8.51958  3.10059
8.84165  5.78378  0.307951
4.51183  6.14472  2.57832
7.21635  4.5637  0.397267
3.10191  0.343863  7.2692
8.32022  5.33723  2.83961
6.59191  2.10818  7.14376
9.45117  0.846088  0.236678
9.51872  5.10896  3.00664
8.42968  5.96386  -0.48977
9.80833  3.10631  2.87693
8.10002  5.82609  2.07549
9.3635  5.72727  9.90655
8.42691  4.81968  2.97679
8.54558  2.24922  3.00484
8.04884  4.12174  0.339578
9.69745  6.88847  2.24104
7.04546  2.21461  3.92065
8.43041  2.40371  4.1073
6.5282  8.03511  0.960973
8.57158  4.55276  7.97853
9.25811  4.15195  3.34004
9.85574  8.35658  4.13131
8.18531  3.24765  4.29069
220.722  6.40161  3.70519
7.05679  6.19291  9.56664
9.89181  5.77571  2.2982
9.18353  6.29519  1.83774
8.68151  2.48  4.7916
5.76397  3.24066  1.71444
8.47149  4.98307  2.85118
8.98399  7.14775  7.02779
5.08207  9.24716  3.05592
9.83165  6.13363  4.80521
7.11657  1.55401  3.10507
9.29305  5.74921  5.16561
8.4028  6.97479  -5.28849
6.30554  5.47671  0.301386
9.21653  2.44517  3.90547
7.11137  4.1988  3.37008
8.92826  4.5797  4.53591
9.17702  4.62564  2.12575
9.31816  2.28735  7.66649
8.52944  3.39556  1.36652
9.10051  6.00943  3.18265
9.54671  1.70291  3.36727
9.51692  5.56565  2.6141
7.11442  5.40688  5.55419
5.28479  2.7381  2.76183
7.74482  7.14814  5.17383
8.66197  7.0503  7.36559
8.51695  1.96792  7.06592
6.51803  7.77426  5.74452
8.13442  5.77027  6.88501
9.56757  3.64161  3.22253
5.80073  7.27749  9.30701
9.69373  3.52971  -5.89591
7.26359  7.17819  4.07261
9.12915  0.857875  65.9461
6.01076  2.93268  3.25432
2.8917  4.36258  8.47908
7.68723  3.62624  3.95149
8.06693  3.65185  5.18612
