9.90692  1.08676  13.1856  9.86531  1.33705  3.68171
8.75681  6.35805  16.3182  9.27472  8.60516  4.90491
3.74453  7.10252  16.1126  6.40762  3.89387  3.17878
3.04479  1.44751  6.37625  7.59953  1.08943  8.73483
5.53492  8.38952  17.483  8.40312  6.7411  2.15354
3.6075  0.77115  8.07181  8.97253  8.35722  4.72506
6.46809  0.650124  17.7704  5.73017  0.694438  3.78506
2.93435  2.01659  8.83813  5.98284  6.53902  1.54653
3.57576  8.29227  12.2723  8.10648  0.761681  3.22009
6.27388  1.1416  15.2621  4.61437  1.92833  3.8079
2.72594  3.90134  18.1122  7.77798  0.881802  3.53967
5.86075  5.59189  17.7615  8.31723  0.472902  2.91302
1.90683  3.22891  15.6387  8.04669  8.72516  4.6248
9.16913  2.66777  18.8115  6.1257  8.49346  6.79431
4.26882  4.99476  14.1019  4.63542  7.37767  4.20319
4.99263  6.11623  10.5841  4.53517  1.92418  1.81438
3.20311  2.75589  15.2542  8.80037  7.68863  3.38921
5.37382  6.03544  17.2794  9.10009  0.506439  1.82233
1.45026  7.30609  10.1075  7.49608  1.00354  1.93645
6.11466  5.67612  11.5949  8.1275  9.81902  7.37032
2.26703  3.65609  14.4663  9.74132  0.991614  5.09054
5.82669  9.72303  15.2609  9.47139  9.97416  4.03022
3.30813  5.17331  16.6679  7.13195  1.07312  3.4598
2.4374  9.94386  10.0072  8.98432  0.140963  3.1669
7.36173  1.97725  16.9891  6.97297  2.88838  5.07313
7.53013  5.28325  8.77571  5.89582  3.98018  6.1186
4.8131  9.07091  19.8722  7.60531  1.14428  2.933
6.03856  5.64905  16.9866  5.62239  8.64866  5.64038
3.19598  1.81954  19.7378  8.06653  2.13694  0.11116
7.73032  0.0237527  11.0709  3.29733  7.30711  5.58127
5.7648  9.42845  15.8784  8.5319  3.6145  5.4084
5.53511  5.64954  19.6905  3.92177  1.68421  7.39207
3.62777  2.25642  13.4607  9.84941  9.17209  5.83403
5.25518  2.98688  12.0051  5.25296  1.75913  0.855565
3.19681  2.78558  15.4211  7.82011  3.27068  1.79112
7.17301  1.10074  13.1842  6.44635  9.6682  5.10254
2.2937  1.75592  14.7747  7.79517  8.36424  2.62138
6.32121  3.80213  9.91628  6.23681  8.01203  5.48527
9.15201  5.8062  16.4875  9.08361  9.77154  4.42324
6.89355  8.61575  17.4255  9.05058  6.97718  8.9281
2.55886  2.37999  19.6762  5.75458  7.44236  9.00816
9.28122  0.457453  15.9333  9.08327  6.63279  4.34147
6.30726  3.45946  16.6521  5.19598  7.62932  3.15564
3.03922  0.0141177  15.8632  6.6136  0.112593  7.96813
6.65084  3.2989  14.9937  9.33956  3.23582  2.19821
5.51592  0.876025  13.7043  8.35341  9.68557  8.53863
1.66169  4.89608  16.0621  8.8902  0.70259  4.79146
2.29795  5.32267  12.9131  7.86069  7.12385  5.00146
