2.9285  0.66408  17.3328  1  19.9997  6.64247  13.3103  1.67289  2.67789  -3.66295
5.39714  0.327874  145.079  1  15.9934  19.5392  18.2547  33.869  1.65097  3.46376
3.75808  0.944545  16.5405  5  18.3903  15.9369  13.7179  11.677  2.22535  0.991769
4.49595  0.74562  16.3129  3  11.5901  13.263  14.8247  1.69659  0.98043  -3.78688
4.06555  0.0955155  5.14336  0  6.16944  10.7532  11.7878  4.54401  2.66254  1.99915
5.26234  0.920559  23.4556  1  19.3869  16.0296  15.9838  1.88434  1.69235  -3.9857
3.48747  0.163762  6.9896  2  13.785  5.06212  8.18487  7.40131  1.87156  3.35722
4.89458  0.0913715  17.12  0  17.3948  16.6608  9.50598  2.02814  1.98071  -4.42825
4.71712  0.366057  6.27022  2  10.7632  13.6876  11.9975  3.73205  1.13495  -4.56522
5.83594  0.615593  10.4551  1  10.7548  14.3703  8.93808  1.86837  1.14206  4.42506
2.17224  0.42486  345.777  3  12.7666  12.543  10.4983  2.3596  1.37024  3.05734
4.33717  0.0566592  34.8807  5  11.5994  12.6944  7.26767  4.4825  1.1838  0.555925
5.26593  0.658467  11.6923  5  11.9609  13.8213  18.2463  4.66448  1.29946  -4.1182
4.60881  0.22769  6.56798  2  15.7806  15.5187  17.6892  2.21044  1.97838  -1.03593
5.23087  0.606153  18.9264  1  9.57756  10.8549  9.33145  0.362951  1.44354  -1.12531
2.38313  0.483206  23.7588  1  15.3698  17.4586  17.1438  0.232259  2.86093  -2.54529
2.48912  0.616789  48.9185  1  18.9708  5.92185  18.2542  1.99684  2.29092  -2.33341
5.88252  0.0890705  11.1387  2  17.3636  11.0095  7.42194  3.33245  1.7989  1.8354
4.61554  0.435659  30.6007  1  16.1799  16.7874  10.6662  5.93848  0.414311  -3.07582
4.35777  0.0554293  17.668  2  10.5635  8.7795  14.6493  2.85051  1.45076  2.23378
2.50314  0.335288  14.838  0  17.5614  12.5562  16.5566  1.25656  2.01937  2.66798
5.15801  0.0899547  45.7127  4  17.7952  4.15558  10.1021  7.90083  0.482139  4.00045
3.86765  0.310368  32.695  2  10.5891  10.3977  11.4356  8.55759  0.773391  2.86731
4.52302  0.955057  2.29329  2  17.7942  7.46634  15.2418  0.793403  2.76227  4.29048
3.5625  0.274442  22.556  2  10.7743  13.4051  14.4851  11.5257  2.49968  -4.00839
4.99504  0.0996307  6.45189  2  17.7842  15.4503  19.9756  0.48857  1.45195  3.90344
3.89042  0.734592  14.6505  2  19.9933  14.2838  12.7764  0.0655276  1.85239  1.94821
4.58073  0.476566  22.0957  2  13.1938  7.48279  15.4119  0.704282  0.793342  4.98359
4.7981  0.586933  15.8797  1  10.5644  15.8414  6.29219  3.98755  1.34894  4.04915
4.03458  0.885403  17.043  1  13.5889  15.2745  12.5531  0.194948  1.39148  2.98089
4.13655  0.834677  14.765  0  18.9974  15.8106  8.78703  4.43438  0.710035  -1.01982
6.21197  0.159201  26.1677  3  18.5749  13.2059  19.6196  6.23394  2.86357  -2.87615
5.61013  0.416237  14.8746  2  12.3572  10.935  17.4941  1.20471  1.94498  2.34453
2.88635  0.329132  5.0963  0  9.95578  17.3199  18.0938  4.99631  1.02661  -3.44108
1.2727  0.338534  4.39031  1  19.7897  12.399  14.074  1.8148  0.0315923  4.29442
3.09902  0.33247  7.40334  0  0.449233  6.73285  4.78121  8.27666  1.78535  3.39096
4.20428  0.176252  6.6008  1  17.1949  19.6298  15.9797  1.05479  1.6306  -1.3855
4.64905  0.260278  14.8282  1  17.9987  14.8462  17.7005  0.219262  2.7089  -4.88029
6.99626  0.920623  7.80243  3  13.5762  18.5512  13.517  0.00560773  1.20157  -3.15474
3.49585  0.068978  4.33956  1  19.7571  18.3024  18.2733  1.11646  1.64736  -2.13914
4.02414  0.229629  18.3358  2  12.3999  3.12859  13.3387  0.81527  0.282232  -3.59689
4.20952  0.0474729  53.0572  1  14.97  12.9283  14.4833  4.50664  1.45089  -4.37094
5.92317  0.403149  7.17629  1  18.7754  6.70362  13.3099  4.86619  0.857104  4.6682
1.3326  0.205635  556.564  2  17.7867  5.67279  12.7724  9.01978  1.3683  -2.557
5.08075  0.690088  22.6447  2  18.1773  9.59778  17.8632  0.631246  1.5715  -4.36803
5.77581  0.202877  26.8586  1  11.195  16.2399  18.0641  1.85494  2.85528  3.13671
4.49326  0.307562  2.07356  1  16.7698  16.2317  19.7854  1.34853  1.7685  3.67732
4.53904  0.978332  3.65128  1  19.5625  15.9412  17.53  1.56179  1.72781  4.75941
4.27627  0.354392  251.513  0  11.56  10.7831  19.7791  15.2241  0.675048  2.44236
2.96648  0.841711  51.1357  0  19.7838  19.8412  8.40471  1.62091  1.57546  3.006
4.84859  0.562328  42.5361  4  16.7598  14.9471  17.7171  2.00664  1.49602  1.92684
4.20662  0.620934  7.16974  2  8.96759  15.6614  14.6696  0.32092  0.978726  -4.98883
5.71137  0.763719  33.1752  0  16.1718  7.4751  5.89929  9.30831  2.51015  3.45419
3.47282  0.245155  5.75336  2  15.5885  12.3012  18.2865  2.47274  1.44598  -3.93076
3.31645  0.288636  14.729  1  16.9649  5.6367  13.7247  3.27122  1.54463  4.68557
4.29154  0.260016  118.509  0  19.595  2.98477  17.1172  0.226381  1.6003  2.49663
